,Comment
184,"
    prime üye olmamama rağmen kargo teslimini prime tarihinde teslim etti. tek fark 5 tl civarı kargo ücreti verdim. worth it
  "
185,"
    ayın 22 si oldu, aralık ayı ekşi olumlu yorum bedellerini halen yatırmamış firmadır, müşteri hizmetlerini aradım, böyle bir uygulamamız yok, dediler. prime da var mı dedim, suratıma kapattı, kargoyu aradım açmadı, mutfağa gittim, geri geldim.
  "
186,"
    biraz da ben öveyim.hepsiburada üzerinden aldığım 2 parça ürün cumartesi ve pazar (?) günleri işyeri adresime teslim edilmeye çalışıldı. teslim edemedikleri için de iade süreci başlatmışlar. pandemi tedbirleri gereği kargoların tamamı nizamiyede teslim alınıyor, içeri kargocu girmiyor. yani kargocu gelmiş olsa hafta sonu da açık olan işyerime muhakkak teslim edilirdi. neyse burası kargo şirketiyle alakalıydı. bu durumu hepsiburada müşteri hizmetlerine yazdım whatsapp üzerinden ve kendileri yazdıklarımı hiç okumadan alakasız hazır mesajlar gönderdiler. beşinci mesajdan sonra efendilikten çıkınca birisi okumaya tenezzül etti ve yapacakları bir şey olmadığını söyledi. aynı ürünü tekrar sipariş etmeye çalışınca da bu sefer sepet tutarı düştüğü için kargo ücreti çıktı. böyle bir durum amazon siparişinde yaşansaydı eminim ki önce düzgünce sorunu dinler, daha sonra da telafi etmek için uğraşırlardı.hepsiburada ve trendyol terör örgütleri korksalar iyi olur, sol kulvardan amazon geliyor.
  "
187,"
    ben de reklam yapmak istiyorum amazon.com.tr bir mesaj uzağınızdayım.sabah akşam yazarım vallahi bak...
  "
188,"
    kendisinde problem olmayan sitedir . yalnız corona dönemi iade süresinin uzatılması ve prime zımbırtısı yüzünden aldığınız ürünün 2 .el olma ihtimali gayet yüksek.problem sitede değil türk insanında. alıyor 2 ay kullanıp iade yolluyor ve parayı alıyor.
  "
189,"
    ilk defa buradan kız arkadaşım ve kendim için mi band 5 sipariş ettim. satıcısı ve göndericisi amazondu. 1 kutu içerisinde 2 adet mi band kutusu geldi. bir tanesi jelatinle paketlenmiş. kutuyu açtığımızda kızaklı sistemle tertipli ve düzenliydi. diğeri jelatinsiz fakat kontrol bantları sağlam bir paket geldi. onu açınca çok şaşırdım. aynı firmanın ürünü kızaksız resmen içine sıkıştırılmış 2 poşet içeriyordu. birinden bileklik diğerinden şarj aleti çıktı. benden geçer not alamadılar. diğer siteleri kullanmaya devam edeceğim.
  "
190,"
    bugün sony wh-h910n model kulaklığın siyahı 900, mavi ve kırmızısını 1000tl'ye satan alışveriş sitesi. bu kulaklık tüm sene içinde böyle büyük bir indirime girmemişti, takip edenler faydalanabilir.
  "
191,"
    prime üyesi olmadan öncede sipariş verdiğimde gayet başarılı olan site . prime’dan sonra dahada başarılı inşallah bozulmaz
  "
192,"
    diğer siteler o kadar boktan ki bizi adam yerine koyan, indirimi düzgün yapan amazona teşekkür edebiliyoruz. övünce para mı alıyorsunuz diyenlere sesleniyorum : olumlu geri dönüş diye de bir şey vardır.
  "
193,"
    keşke reklam vereceklerine bunu herzamanki gibi indirime harcasalardı
  "
194,"
    ""bir hafta kullandım pek beğenemedim hemen iade ettim ehehehe kargo da çok hızlıydı valla yav ehehehe"" diye entry girenlerin kullanıp iade ettiği elektronik cihazları alma ihtimalinizin yüksek olduğu alışveriş sitesi.elektronik cihazlar hepsiburada'dan trendyol'dan alınmaz zira arıza durumunda ürünlerinin arkasında durmazlar. amazon'dan da alınmaz zira birçoğu kullanılıp iade edilen ürünler.
  "
195,"
    cok kiziyorum bu firmaya. dun aldigim urunu utanmadan bir gun bile gecmeden, 500 km mesafeye, bugun teslim ettiler. biraz diger les ve rezil olusumlari (hepsirezil, trendyok, vb.) ornek alsinlar. ki bu reziller soz verdikleri surede kesinlikle teslimat yapamiyorlar.t: yasayip var olmasi gereken mukemmel olusum!
  "
196,"
    son aldığım ürünü akşam 22.00 gibi aldım. ertesi gün teslim edeceğiz, kargolandı vs diye mail geldi. gelmeyince 24 saat içerisinde gelmezse ücret iadesi yapacağız diye bir mail daha geldi. ben ağzımı açmadım adamlar kendi kendine takip edip sorumluluk hissetmişler. değişik.
  "
197,"
    ""şirketlere ticari fatura kesmedikleri için gider gösterilebilecek şeyleri alamıyoruz"" diye eleştirilen firma.ulan yıllarca şirket arabası diye ne kadar lüks araba varsa altınıza çektiniz vergiden düştünüz, şimdi de eve tencere tava alıp şirkete almış gibi mi göstereceksiniz? yetmedi mi başkalarının hakkına çöküp kul hakkına girdiğiniz? bu uyanıkların muaf kaldığı vergilerin tamamını bizler ödüyoruz.çakallara bak ya. ulan bir kez daha takdir ettim amazonu. bu ölücülere sakın aldanma.
  "
198,"
    telefon için kılıf aldım yorumlardan başka kılıf gönderildiği ile ilgili şikayet gördüm. malesef başıma geldi 50 tl'ye kılıf aldım 20 liralık kılıfı paketleyip göndermiş satıcı amazon sen hiç satıcılarını takip etmiyor musun. müşteri hizmetlerine yazdım pek sallamadılar cevap iade edin oldu çok mantıklı amazon gerçekten.
  "
199,"
    tüm dünya jeff bezos'un taşşaklarını yesin dedirten alışveriş sitesidir. iyiki türkiye'ye geldiler iyiki artık kaliteli alışveriş yapabiliyoruz. amazonun gerisinde kalan tüm firmalar da batar inş.
  "
