,Comment
167,"
    aklıma edeyim caps almayı unutmuşum ama yine de yazacağım:şu ürün yaklaşık iki saat önce 99.90 tl iken şu an dört dörtlük kampanya kapsamında 3 saatliğine 135.70 tl'den satılıyor amk.edit: amazon'da 95 tl hadi sana eyvallah hb ;)görselgörseledit2: amazon'da 89.80 tl oldu :d
  "
168,"
    efsane cuma diye diye haftanın 7 günü beynimizi yiyen, eşime aldığımız ayakkabıyı efsane cuma sonrası çok daha uygun fiyata satan alışveriş sitesi. önce iade ediyoruz sonra da ekran görüntüsü ile ticaret bakanlığına şikayette bulunacağız.
  "
169,"
    ne zaman kredi kartının puan kampanyası ile bir şey alsam elimde patlamasına yol açan saçma site.ürünlerden birinde sıkıntı var, değişim istiyorum, hop bana sormadan para iadesi yapıyor. sonuç kampanyadan kazandığım puan yanıp geri alınıyor, ürünün aynısı da zamlandığı için bir de oradan gol yiyorum.özellikle belirtiyorum para iadesi istemediğimi, değişim talebi olduğunu ama 1-2-3 tekrar tekrar aynı durum.sonra müşteri memnuniyeti...bu rezilliğin başıma geleceğini bile bile alışveriş yapmak da benim mallığım, 3-5 ucuz diye gidip hepsiburadan almaya kalkınca tabi gelir başıma.
  "
170,"
    aldığınız ürünle alakalı eğer değerlendirmelere bakıyorsanız şimdiden yanlış yolda olmanızı sağlayan sitedir.zira son aldığım 2 ürünle alakalı olumsuz yorum ve puan içeren değerlendirmemi yayınlamadılar.açıkca hangi sebepten üründe hata olduğunu ne yapılması gerektiğini gayet güzel yazdım.hadi ben hata ettim aldım bari benden sonraki binlerce yanmasın dedim ama site demedi
  "
171,"
    icindeki sektorlerinin cogu bozuk gelen harddiski tamir edilsin diye geri gonderdim. su tarihe kadar servis icin yasal sure var dediler. neyse bekledim. soyledikleri sure geldi gecti. soruyorum noldu benim talep diye, bana 20 gun once suresi gecmis servis periyodunu soyleyip baska bir isteigniz var mi diyolar. baya dalga geciyolar yani.neyse tuketici hakem heyetine gideyim falan dedim, internetten arastirma yapinca, tuketici hakem heyetine gidip sonuc almanin kanser nedeni oldugunu anladim. yasal yollarin bok gibi oldugunu fark etmem uzerine hepsiburadanin agina dusdugumu ve buradan cok hizli sekilde en az hasarla cikmam gerektigine karar verdim. para iadelerinde bankalarin taksitli alisverisin iadesini yine taksitle yaptigini okumustum. o yuzden tamiri bosverin, para iadesi degil de bana hediye ceki verin dedim. bugun parayi geri yatirdik dediler. """""" tabi ki aldigim fiyati geri yatirmislar """""" urun 150tl zamlandi tabi bu surecte.2 ay bekleyip, 2 taksidini odedigim urunun parasini, piyasa fiyatinin 150tl altinda kalacak sekilde iade yaptilar. bilmem kac defa yazisma ve 2 ay zaman kaybi bana kacti. hepsiburada.comdan bu zamana kadar yaptigim toplam 3 alisversiten, saticinin hepsiburada oldugu tek alisverisimdi. komple siteyi defterden sildim. gerekirse fazla oderim baska yerden alirim artik. ha bir de ilk aldigimda urun ertesi gun gelsin diye 15 tl verip hepsijeti sectim. urun 5 gunde geldi. 15tl yi verin dedim. 1 hafta icinde kullanilmak uzere hediye ceki verdiler. ben de kullanmadim hediye ceki de yandi. ama neyseki para iadesine eklemislerdi.ozet: devir olmus hiz devri adam musterisini 2 ay bekletip sonucsuz bir sekilde yerine ugurluyor. kusura bakma da 2020 yilinda kimse senin kahrini cekmez.tanim:2 ay boyunca musteriyi hem bekleten hem de magdur eden alisveris sitesi.
  "
172,"
    adamlar kötü yorum oldu mu yayınlamıyor bir şey almaya kalkmayın iyi yorumlara aldanıp.
  "
173,"
    birdaha tövbeesatın aldığım cep telefonundan vazgeçmiştim, kargoya verildiği için iptal edemedim, adresime geldi teslim almadım kargo geri döndü 09.12.2020 tarihinde ellerine ulaştı. (sipariş no471 351 553) sözde 2 iş günü içinde iade işlemi yapılacaktı, üzerinden 1 hafta geçti, defalarca aradım, whatsapp hatlarına yazdım durumu bildirdim oyalayıp durdular; kredi kartımın faturası kesildi, iade olacak diye yüksek tutarlı bu siparişime dair kısmı ödemedim ki ödememe gerek yoktu sözde! k. kartımın son ödeme günü geçti, banka kartıma faiz işletiyor yakında da kullanıma kapatacaktır. hepsiburada hem telefonu geriye teslim aldı hem ödeme tutarını iade etmiyor. yeni bir istanbulbilisim vakası gibi duruyor mevzu, bakalım bu rezaletin sonu nereye varacak.rezalet puanım 10
  "
174,"
    hayatımda ilk defa kullandığım alışveriş sitesi. 100 tl üzeri alışverişlerde kargo ücreti yok ve dışarıda satılan ürünlerden de daha ucuz büyük bir kısmı.. her şeyi de satıyorlar neredeyse; ilginç ilginç şeyler alıyorum bu aralar..memnuniyet seviyem: 8.8/10
  "
175,"
    cayma hakkı kapsamında iade ettiğim kulaklığın iadesini garanti belgesinin eksik olması nedeniyle reddedip, paramı iade eden firma!?whatsapp hattından dalga geçer gibi emin misiniz bi daha bakın yazdım, galiba cidden bakmışlar. *iade olması gerektiği gibi oldu, sadece sistemde kabul edilmedi yazıyor çok enteresan bi durum.
  "
176,"
    hepsiburada.com'dan spor ayakkabısı aldım. yaşadığım sorun üzerine şu şekilde değerlendirme yazdım: ""aldığım spor ayakkabının sağ burun tarafında şişlik var ve yürürken rahatsız ediyor. sanırım satıcı flo defolu ürünleri bu şekilde e-ticatet ile elden çıkarma yoluna gidiyor.""bu problemi 2 yıldız vererek değerlendirdim.değerlendirmem kullanıcı deneyimi ile ilgili olmadığı gerekçesiyle reddedildi.daha sonra ""ayakkabıyı çok beğendim, çok rahat ve hafif. tam bir fiyat performans ayakkabısı. bu fiyata alınabilecek en iyi ayakkabılardan birisi. herkese gözüm kapalı tavsiye ederim."" yazdım ve aynı siparişim için 5 yıldızla yeni bir değerlendirme gönderdim.değerlendirme jet hızıyla onaylandı.
  "
177,"
    daha önce bahsetmiştim. yıllarca kullandım efsaneler kulübü üyesiyim hala kullaniyorum fakat siralama amazon>n11>hepsiburada şeklinde artık. belirgin ucuzsa kullanıyoum son tercihim. sebebi: 1) hatalı ürün gönderildiğinde mağaza hakkında yorum yapamadığımız için ürüne yazıyoruz bu da reddediliyor. kulaklık yerine meyve soyacagi gönderildiginde bu durumu satıcı ismi verip yazamıyorsam nasıl güveneceğim yorumlara? veya raf için yanlış vida gönderdiklerinde yazamıyorsam nasıl güveneceğim? 2) kulaklık yerine meyve soyacagi gönderildi iade edildi ücret. degisim istemiştim hâlbuki... indirim kuponu mu ne kullanmıştım 170tl ürün 150tl olmustu. iade olunca müşteri hizmetlerini aradım aynı indirim icin 20tl hediye çeki tanimlayabilirlerdi yapmadılar. n11 1000liralik ürünü mağaza iade kabul etmeyince bana 200lira çek tanimlamisti hatta sonra sorunu kendi cabamla halletmistim. müşteri memnuniyeti önemlidir.
  "
178,"
    (bkz: herkesin her şeyi satabiliyor olması)
  "
179,"
    günün rezelati halen buradan alışveriş yapan boşa ağlamamalı net.rezalet bir site olduğunu 5 yıl önce anlamış bir daha hiçbir şey satın almamıştım.benimki tamamen fake yorumlu ürün alıp iade edip yoruma bakin yorumlarin hepsi sahte urun öyle bir şey degil diye yorum yaptım ve ne yaptıysam yorumum yayınlanmadı.diğer ürünlerde de birebir kopya aynı yorumlar vardi.
  "
180,"
    1000 liralık siparişi, kargoyu 3 lira ucuza getirebilmek için piyasanın en sahtekar kargo firması olan aras ile gönderen firma. sonrası tabiki(bkz: aras kargo'nun müşterilerini evde bulamaması)(bkz: aras kargo'nun 50 km uzaktaki şubeden gelin alın demesi)(bkz: hepsiburada'nın ısrarla adrese teslim yapmayan firmayla göndermesi)(bkz: aras kargo'nun hepsiburada'yı dolandırması)(bkz: hepsiburada'nın siparişi müşteriye ulaştıramaması)(bkz: hepsiburada müşteri hizmetlerinin çözüm odaklı olduklarını iddia etmesi)(bkz: hepsiburada müşteri hizmetlerinin sürekli yalan söylemesi)
  "
181,"
    bu karaktersizler, 7 kasım'da aldığım ama bana ulaşmayan bebek arabasının parasını işletiyorlar. ne kadar arasam da ne kadar küfretsem de hiçbir şey değişmedi. 27 kasım'da teslim edilemeyip iadeye giden bebek arabasının kendilerine ulaşmasına rağmen üstünden 21 gün geçmiş. ve bu karaktersiz aşağılıklar benim paramı bana geri vermiyorlar. sürekli oyalanıyorum, sürekli oyalanıyorum. çağrı merkezini aradım her gün, tüketici hakem heyetine başvurdum, bankadan harcama itirazı yaptırdım. ne denediysem çabasız kaldım sözlük. bu şerefsizler benim paramı bana vermiyor ya! aklım almıyor.zaten bunlardan uzun süredir alışveriş yapmıyordum. yeni evdi çocuktu bir sürü doğan ihtiyacımı uygun diye buradan karşıladım. karşılamaz olaydım. bu arada sattıkları ürünü üst model diye satıp alt model göndermeleri de cabası.sikayetvar.com linki
"
182,"
    hepsiburada expressi çalışmayan internet market girişimi ödemeyi kabul etmeyip şuan boşta kurye yok deyip sıraya almadan direkt reddediyor.gerçekten müthiş bir site... sinirlerine güvenen alışveriş yapmayı denesin
  "
183,"
    eskiyi getir yeniyi götür kampanyası üzerinden yeni bir telefon aldım, eskisini gönderdim 5 iş günü içerisinde tarafınıza dönüş yapılacak dediler kimse dönmedi, hepsiburada.com'a mesaj attım şikayet kaydı açtılar 3 iş günü içerisinde dönüş yapılacak dediler, yine dönen olmadı... eski telefonumu gönderdiğim firmanın google yorumlarını okuyunca hüsrana uğradım, herkes şikayet etmiş. bu kadar yavaş işleyen bir sistem olamaz. bu arada eski şikayet kaydına yeniden şikayet kaydı açıldı çok saçma yerlere gidiyor bu iş.
  "
184,"
    zamanında teslim edilemeyen siparişim iptal edildi param hemen yatırıldı. valla hiç uğraştırmadılar satanda kendileri değildi. bu entry için bir kuruş almadım korkmayın tenekeler.
  "
185,"
    bir çok ürünümü aldığım sitedir. telefonumdan bilgisayarıma. fakat bugüne kadar tek bir sorun bile yaşamadım. bir ara kupa bardak almıştım iki tane ,birinin kulpunu (allah belasını versin) yurtiçi kargodan kırık gelmişti. fotoğrafını sisteme yükleyip iade başlattım hem iade almadılar hem de ücretim iade edilmişti. yani burdaki mağduriyetleri okudukça şaşırıyorum. bu kadar büyük bir firmanın böyle şeyler yapmaması lazım diyorum ama olmayacak birşey de değil. adamlar belki milyonlarca insana ürün satıyorlar illaki tek tük sorun olabilir.
  "
186,"
    her şeye ve her eleştiriye rağmen, tasarımından mı bilmiyorum, trendyol, n11 ve gittigidiyor'dan daha kaliteli ve sempatik geliyor. yenilikçi çözümleri de diğer firmalardan kat kat iyi.
  "
187,"
    6 aralıkta ürün siparişini geçtiğim fakat hala ürünü teslim alamadığım internet sitesidir. aramamla birlikte satıcı kaynaklı ( ürünü kargoya vermiş olarak gözüküyor fakat verilmemiş. ) sorun olduğu ve iade yapılacağını belirttiler. fakat iki gündür aramama rağmen bir gelişme yok. en son bugün 18:00 de aradım ama mesai saat bitimine kadar bekleyin dedi kızcağız. burda merak ettiğim mesai saatleri ne bu arkadaşların. ez cümle bu ay 5binlik siparişimiz olmasına rağmen sanırım amazona dönmek gerekiyor.direnmiştim iyi diyordum ama pek değilmiş.
  "
188,"
    ürünler için yapılan kötü değerlendirmeleri malumunuz kabul etmiyorlar bunu hepimiz biliyoruz ancak bundan daha beteri ürünü almamış olsa bile herkesin yorum yapabilmesi yani ben şimdi oturup bir ürün için çok sayıda olumlu yorum yapabilirim.zaten bir ürün için bazen bakıyorsunuz bunu bu kadar kişi nasıl almış olabilir diyorsunuz altında binlerce değelendirme ve ne hikmetse 4.5 ortalamanın üstünde hepsi.hepsiburada dışı bir mağazadan aldığım telefonun ımeı’si klonlanmıştı. durumu açıklayan ve ekran görüntüsünü paylaştığım bir değerlendirme yapmıştım ancak beyefendiler beğenmemiş yorumu. bu şekilde yaparsanız tabiki de tüm ürünler şişirilmiş puana sahip olur. amazonda aynı şey mümkün mü diye baktım hayırr, kesinlikle hayır.bir ürüne yorum yapabilmek için o ürünü satın almak gerekiyor. ne kadar mantıklı değil mi?
  "
189,"
    göz göre göre nitelikli dolandırıcılık faaliyetini sürdüren firmadır. iade etmedikleri paralar üzerinden geçimlerini sağlıyor olmalılar. bir tane yakınım yok ki buradan iyi bir deneyim yaşamış olsun. temas eden herkesi mağdur ediyorlar.
  "
190,"
    geçen hafta almış olduğum ürün bir numara küçük geldiği için iade talebinde bulundum. iadeyle ilgili o kadar olumsuz yorum okumuştum ki hiç ümitli değildim para iadesi yapılacağından. dün akşam mail geldi talebiniz kabul edildi diye. şaşırdım.
  "
191,"
    mağdur olmamak için uzak durulması gereken sitedir.şirketin kredi kartıyla şirkete ürünler aldık. fatura bilgilerini tabi ki şirket olarak girdik. siparişteki 2 ürün sorunsuz geldi ve faturaları ulaştı. ancak üçüncü ürün başka satıcıdanmış ve ürün gelmesine rağmen fatura gelmedi. talep açtık, hemen fatura yüklediler ama bir baktım şahsa fatura kesilmiş.direk satıcıyla iletişime geçiyoruz, iğrenç bir insan inanılmaz iğrenç bir üslupla hepsiburada ile görüşün diye kestirip atıyor. hepsiburada ile görüşüyoruz, faturayı satıcıya kargolayın biz bildirdik şirkete kesip gönderecekler diyor. faturayı gönderiyoruz paşalar kargoyu kabul etmiyor, kargo geri geliyor. sonuç olarak şirket kartından yapılan harcama için şahsıma fatura kestiler ve düzeltilemiyor, çözemiyorlar, destek ekibi ile konuştukça sinirleriniz katlanıyor. biz de ödeme yaptığımız halde fatura kesilmedi diye şikayet ettik maliyeye, hayırlısı.daha kendi satıcısının ne bok yediğine karışamayan kontrol edemeyen yerden ürün alınmaz. fatura değil ürün falso çıksa demek ki para da boşa gidecek. yazık günah.
  "
192,"
    sipariş ettiğim ürün ile bana gelen ürün marka olarak farklı çıktı.aras kargo şubesinin önü mahşer günü gibi olduğundan salla iadeyi dedim.bari yorum yapıyım da satıcıyı uyarsınlar olayına girdim.yaptığım her 1 yıldızlık yoruma ""yaşadığınız aksaklık nedeniyle üzgünüz. ürün veya markayla ilgili bilgi veren, ürüne / kullanımına dair olumlu veya olumsuz görüş ve deneyimleri içeren yorumları onaylıyoruz. yaptığınız yorum bu kriterlere uygun olmadığı için yayına alınamamıştır. ürün ile ilgili devam eden bir talebiniz varsa ""çözüm merkezi"" üzerinden destek alabilirsiniz."" cevabı geldi.yorumum da ürün farklı marka gönderilmiştir.saticıyı uyarın.bu kadar.sonra fark ettim ki benim yorumlarımı otomatik red etme moduna almışlar.ne yazsam şakkadanak anında onaylanmiyor.
  "
193,"
    an itibariyle ödeme sayfası çökmüş internet alisverisi sitesi.
  "
194,"
    ios mobil uygulaması için konuşuyorum, son 1 belki 1.5 yıldır animasyonlu sayfa geçişleriyle yavaşlayan, geciken, insanı yıldıran site. 10 numara hızlı, düzenli, kolay bir arayüzünüz varken buna neden ihtiyaç duyuluyor, anlamıyorum. iptal edin şu pop up pencere olayını. bak amazon’a, n11’e. aralarında var mı böyle kullancının telefonunu kastıran, şekilli şukullu olan. yok.
  "
195,"
    amazon.com.tr varken kesinlikle kullanılmaması gereken site.
  "
196,"
    samsungun kendi sitesinde 7200 liraya satılan note 10 plus'ı, süper fırsat süper indirim adı altında 10.600tl nin üzerini çizmiş, 7250'ye satıyorlar :) samsung web sitesihespiburadan'ın günün kampanyası süper fırsatı süper teklifipiyasa fiyatı 7000 tl civarı olan bu ürünün 10.600 tl yazıp üstünü çizmişler. evet bunu bütün e ticaret siteleri yapıyor. bu arsızlığı yapan her siteyi boykot ediyorum. benden para değil, anca at kafası alırsınız bundan sonra.
  "
197,"
    dikkatsiz editörleri olan web sitesigörsel
"
198,"
    3 aralık'ta iade talebi oluşturdum 10 ortalıkta paketi benden teslim aldılar ve paket hala yolda, bugün gebze dağıtım merkezine ulaşmış. talep üstünden 18 gün, paket teslimi üstünden 11 gün geçmiş ve hala paket yolda en erken 20 günde iade olacak. sonra neden amazon övünüyor diyorlar, övünür tabi adamlar anında iade yapıyor yada trendyol 2 günde iade onaylıyor. yazık çok yazık gerçekten güzel çalışan ve kullanışlı bir siteleri ancak yazık ediyorlar potansiyellerine. ben bir daha iade ihtimali olan hiç bir şeyi almam sizden kaybeden siz oluyorsunuz böyle böyle.
  "
199,"
    amazon ve trendyol'u örnek alması gereken, müşteri hizmetlerinin hiçbir işe yaramadığı e-ticaret sitesidir. böyle giderse de geleceği pek parlak değil.
  "
